title,link,source,snippet,date,absolute_date
Tanure-led fund outbids EDF for control of Brazil power firm EMAE,https://www.reuters.com/business/energy/phoenix-outbids-edf-control-brazil-power-firm-emae-2024-04-19/,Reuters,"SAO PAULO, April 19 (Reuters) - An investment fund led by Brazilian tycoon Nelson Tanure won the privatization auction for Brazilian power generator EMAE...","Apr 19, 2024",2024-04-19
Honda to invest $808 million in Brazil by 2030,https://www.reuters.com/business/autos-transportation/honda-invest-808-million-brazil-by-2030-2024-04-19/,Reuters,"Japanese automaker Honda will invest 4.2 billion reais ($807.74 million) in its Itirapina plant in Brazil by 2030, an executive said on Friday, adding the...","Apr 19, 2024",2024-04-19
"Dengue cases surge by nearly 50% in Americas amid 'emergency situation', UN agency says",https://www.reuters.com/world/americas/dengue-cases-americas-pass-52-million-emergency-situation-2024-04-18/,Reuters,"Dengue cases have created an ""emergency situation"" in the Americas, although cases in hotspots Argentina and Brazil appear to have stabilized, the head of...","Apr 18, 2024",2024-04-18
"Taxing the Super-Rich Is Brazil’s G-20 Plan for Climate, Hunger",https://www.bloomberg.com/news/articles/2024-04-18/taxing-the-super-rich-is-brazil-s-g-20-plan-for-climate-hunger,Bloomberg.com,Brazil believes it has found a way to pay for the fight against climate change and world hunger: Tax the super-rich.,"Apr 18, 2024",2024-04-18
German finance minister rejects Brazil's proposal to tax super-rich,https://www.reuters.com/world/german-finance-minister-rejects-brazils-proposal-tax-super-rich-2024-04-18/,Reuters,"German Finance Minister Christian Lindner rejected on Thursday Brazil's proposal to tax the super-rich, indicating a challenging path for it to gain...","Apr 18, 2024",2024-04-18
Petrobras’ Prates Aligns Himself With Lula to Boost Shipbuilding,https://www.bloomberg.com/news/articles/2024-04-18/petrobras-prates-aligns-himself-with-lula-to-boost-shipbuilding,Bloomberg.com,Brazil's state-controlled oil producer Petrobras is getting behind President Luiz Inacio Lula da Silva's plans to revive shipyards as part of a wider effort...,"Apr 18, 2024",2024-04-18
"G20 to review multilateral development banks reform roadmap in October, says Brazil",https://www.reuters.com/world/americas/g20-review-multilateral-development-banks-reform-roadmap-october-says-brazil-2024-04-18/,Reuters,"WASHINGTON, April 18 (Reuters) - Brazil's presidency of the G20 will submit a roadmap for reforming multilateral development banks for approval by member...","Apr 18, 2024",2024-04-18
Brazil's plans to drill for oil in the Amazon hit stiff Indigenous resistance,https://www.reuters.com/world/americas/brazils-plans-drill-oil-amazon-hit-stiff-indigenous-resistance-2024-04-18/,Reuters,"OIAPOQUE, Brazil, April 18 (Reuters) - State-run energy firm Petrobras has hit growing resistance from Indigenous groups and government agencies to its...","Apr 18, 2024",2024-04-18
"Brazil's proposal to tax super-rich gains momentum amid G20, next steps in July",https://www.reuters.com/world/americas/brazil-sees-proposal-tax-super-rich-gaining-momentum-will-seek-g20-declaration-2024-04-17/,Reuters,"WASHINGTON, April 17 (Reuters) - Brazil's proposal to tax the super-rich globally gained momentum among Group of Twenty members on Wednesday, with France's...","Apr 17, 2024",2024-04-17
Real’s Worst-in-World Currency Slide Attracts a Specific Kind of Bear,https://www.bloomberg.com/news/articles/2024-04-17/real-s-worst-in-world-currency-slide-attracts-a-specific-kind-of-bear,Bloomberg,"Foreign funds are stepping up bets against the Brazilian real, turning the currency into the worst major performer in the world.","Apr 17, 2024",2024-04-17
Milei Proposes Encounter With Lula After Mutual Insults,https://www.bloomberg.com/news/articles/2024-04-17/milei-proposes-encounter-with-lula-after-mutual-insults,Bloomberg.com,"Argentina's President Javier Milei has extended an olive branch to Brazil's Luiz Inacio Lula da Silva, whom he has repeatedly called a “communist.”","Apr 17, 2024",2024-04-17
Woman wheels corpse into Brazil bank to sign for loan,https://www.reuters.com/world/americas/woman-wheels-corpse-into-brazil-bank-sign-loan-2024-04-17/,Reuters,"A woman brought a 68-year-old man in a wheelchair into a bank branch and tried to get him to sign for a loan, but he had been dead for hours, Brazilian...","Apr 17, 2024",2024-04-17
Jet Maker Embraer Emerges as Brazil’s Best Stock on Orders Flow,https://www.bloomberg.com/news/articles/2024-04-17/jet-maker-embraer-emerges-as-brazil-s-best-stock-on-orders-flow,Bloomberg,"Embraer SA's push into a market long dominated by Boeing Co. and Airbus SE is bearing fruit in equity markets, as a flow of new orders from North America...","Apr 17, 2024",2024-04-17
Brazil’s Central Bank Warns Investors of Growing Uncertainties,https://www.bloomberg.com/news/articles/2024-04-17/brazil-s-central-bank-warns-investors-of-growing-uncertainties,Bloomberg,Brazil's central bank head Roberto Campos Neto told investors that uncertainties have increased since the last monetary policy meeting as economists weigh...,"Apr 17, 2024",2024-04-17
Brazil braces for worst coral bleaching ever,https://www.reuters.com/business/environment/brazil-braces-worst-coral-bleaching-ever-2024-04-17/,Reuters,Brazil is bracing for what may be its worst-ever coral bleaching event as extremely warm waters damage reefs in the country's largest marine reserve...,"Apr 17, 2024",2024-04-17
"Brazil Makes First Ethanol for Green Jet Fuel, Rocking US Rivals",https://www.bloomberg.com/news/articles/2024-04-16/brazil-makes-first-ethanol-for-green-jet-fuel-rocking-us-rivals,Bloomberg.com,The US made a huge technological leap forward this year with the launch of the world's first plant that makes sustainable jet fuel from ethanol — but it's...,"Apr 16, 2024",2024-04-16
Exclusive: Spain's Acciona downsizing renewable energy business in Brazil,https://www.reuters.com/business/energy/spains-acciona-downsizing-renewable-energy-business-brazil-sources-say-2024-04-16/,Reuters,"Spanish renewable energy firm Acciona Energia has decided to restructure its businesses in Brazil, it said on Tuesday, after Reuters reported the subsidiary...","Apr 16, 2024",2024-04-16
China’s Weak Beef Market Poses Risks for Chief Supplier Brazil,https://www.bloomberg.com/news/articles/2024-04-16/china-s-weak-beef-market-poses-risks-for-chief-supplier-brazil,Bloomberg,"China's beef imports are dwindling amid slowing consumption and ample domestic supply, dealing a blow to its biggest supplier Brazil.","Apr 16, 2024",2024-04-16
"MercadoLibre to hire 6,500 people in Brazil in 2024",https://www.reuters.com/business/retail-consumer/mercadolibre-hire-6500-people-brazil-2024-2024-04-15/,Reuters,"Latin American e-commerce giant MercadoLibre is planning to hire 6500 people in Brazil this year, President Luiz Inacio Lula da Silva's office said on...","Apr 15, 2024",2024-04-15
El Niño Drives Southern African Millers to Seek Brazilian Corn,https://www.bloomberg.com/news/articles/2024-04-15/el-nino-zimbabwe-millers-go-to-brazil-seeking-corn,Bloomberg.com,Zimbabwe is considering importing corn from Brazil for the first time since 2014 as the El Niño weather pattern withers crops in the country and its...,"Apr 15, 2024",2024-04-15
"X reverses course, tells Brazil court it will comply with rulings",https://www.reuters.com/legal/transactional/x-tells-brazils-top-court-it-will-continue-comply-with-rulings-2024-04-15/,Reuters,"BRASILIA, April 15 (Reuters) - Lawyers representing Elon Musk's X told Brazil's Supreme Court that the social media platform will comply with every ruling...","Apr 15, 2024",2024-04-15
Brazil Will Water Down Key 2025 Budget Target as Spending Rises,https://www.bloomberg.com/news/articles/2024-04-15/brazil-will-water-down-key-2025-budget-target-as-spending-rises,Bloomberg,"Brazil will target a less ambitious 2025 fiscal outcome than previously indicated, likely disappointing investors who are eager for strong signs that the...","Apr 15, 2024",2024-04-15
"Three firms to bid for Brazil's EMAE in privatization auction, source says",https://www.reuters.com/business/energy/three-firms-bid-brazils-emae-privatization-auction-source-says-2024-04-15/,Reuters,"SAO PAULO, April 15 (Reuters) - Three companies have submitted offers to participate in the privatization auction of Brazilian power generator EMAE (EMAE4.","Apr 15, 2024",2024-04-15
Comment: How to boost Brazil’s agriculture sector and protect the Cerrado,https://www.reuters.com/sustainability/land-use-biodiversity/comment-how-boost-brazils-agriculture-sector-protect-cerrado-2024-04-15/,Reuters,"As Brazil takes on the presidency of the G20 and calls for the massive channelling of resources to address challenges posed by climate change,...","Apr 15, 2024",2024-04-15
Zimbabwe May Import Corn From Brazil,https://www.bloomberg.com/news/videos/2024-04-16/zimbabwe-may-import-corn-from-brazil-video,Bloomberg.com,"Bloomberg News' Ondiro Oganga discusses Southern Africa's severe drought, affecting the region's ability to grow corn. She speaks with Vonnie Quinn on...","Apr 15, 2024",2024-04-15
Brazil judge suspends Petrobras chair over conflict of interest,https://www.reuters.com/sustainability/boards-policy-regulation/brazil-judge-suspends-petrobras-chair-over-conflict-interest-2024-04-12/,Reuters,"A Brazilian judge has suspended the chair of state oil firm Petrobras' board, Pietro Sampaio Mendes, over a conflict of interest regarding his role in the...","Apr 12, 2024",2024-04-12
Lula Reunites With Billionaire JBS Brothers as Brazil’s China Ties Deepen,https://www.bloomberg.com/news/articles/2024-04-12/lula-reunites-with-billionaire-jbs-brothers-as-brazil-s-china-ties-deepen,Bloomberg.com,The billionaire Batista brothers' stunning comeback is thrusting them into Brazil's highest circles of power less than three weeks after their appointment to...,"Apr 12, 2024",2024-04-12
Southern Brazil reaps record soy to offset center-west crop failure,https://www.reuters.com/markets/commodities/southern-brazil-reaps-record-soy-offset-center-west-crop-failure-2024-04-11/,Reuters,"SARANDI, Brazil, April 11 (Reuters) - A record soybean harvest in Brazil's southernmost state should offset losses in the drought-hit center west,...","Apr 12, 2024",2024-04-12
"Brazil readies new 2025 fiscal target of 0.1% primary surplus, sources say",https://www.reuters.com/world/americas/brazil-readies-new-2025-fiscal-target-01-primary-surplus-sources-say-2024-04-12/,Reuters,"BRASILIA, April 12 (Reuters) - Brazil's government is preparing a new fiscal target for next year, aiming for a primary surplus equal to 0.1% of gross...","Apr 12, 2024",2024-04-12
USDA disparity in Brazil crop forecasts spreads to Argentina,https://www.reuters.com/markets/commodities/usda-disparity-brazil-crop-forecasts-spreads-argentina-2024-04-12/,Reuters,"The U.S. Department of Agriculture has held vastly differing views on Brazil's corn and soybean production than its Brazilian counterpart Conab,...","Apr 12, 2024",2024-04-12
"Brazil Easing Cycle Seen Shorter After US CPI, Commodities Rally",https://www.bloomberg.com/news/articles/2024-04-12/brazil-easing-cycle-seen-shorter-after-us-cpi-commodities-rally,Bloomberg.com,"Expectations of a more hawkish Federal Reserve and a rally in commodity prices risk putting a premature end to Brazil's easing cycle, one of the earliest...","Apr 12, 2024",2024-04-12
Musk says X received US House query on Brazil actions,https://www.reuters.com/technology/social-media-company-x-has-received-us-house-representatives-inquiry-over-brazil-2024-04-11/,Reuters,Social media platform X has received an inquiry from the US House of Representatives regarding actions taken in Brazil that were in violation of Brazilian law.,"Apr 11, 2024",2024-04-11
"Can analysts out-predict USDA, Conab on Brazil crop forecasts?",https://www.reuters.com/markets/commodities/can-analysts-out-predict-usda-conab-brazil-crop-forecasts-2024-04-11/,Reuters,"NAPERVILLE, Illinois, April 10 (Reuters) - Market analysts once again seek a sizable cut to Brazil's ongoing soybean harvest from the U.S. Department of...","Apr 11, 2024",2024-04-11
Brazil police crack down on US migration racket,https://www.reuters.com/world/americas/brazil-police-crack-down-us-migration-racket-2024-04-11/,Reuters,"BRASILIA, April 11 (Reuters) - Brazil's federal police carried out an operation on Thursday to dismantle a criminal scheme in several cities in Minas Gerais...","Apr 11, 2024",2024-04-11
"Brazil securities regulator CVM asks to more than double staff, raise fees",https://www.reuters.com/sustainability/boards-policy-regulation/brazil-securities-regulator-cvm-asks-more-than-double-staff-raise-fees-2024-04-10/,Reuters,"BRASILIA, April 10 (Reuters) - Brazil's securities regulator (CVM) has asked the government to more than double its staff because they can only meet 3% of...","Apr 10, 2024",2024-04-10
